Image_Path,Label,Split
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00193.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00195.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00196.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00196_aug1071.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00199.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00200_aug98246.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00205.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00206_aug1996.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00206_aug71533.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00207.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00208.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00210_aug2085.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00213.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00213_aug90549.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00214.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00215.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00223.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00224.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00224_aug9031.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00229.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00230.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00230_aug8004.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00233.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00236_aug6965.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00236_aug6965_aug50763.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00238.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00241.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00244.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00249.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00253.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00254_aug10159.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00255.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00256_aug4969.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00257.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00258.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00262.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00266.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00270.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00272.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00274.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00277.jpg,Baton,train
C:\Users\midof\OneDrive\Desktop\INeuron\CNN\PidRayDataset\SPXray\SPXray\Dataset\SPXray_classification_single_class_train\Baton\PID_xray_00282.jpg,Baton,train
